Measurement,Well,Group,Time,OCR,ECAR,PER,plate_id,Protocol,Interval,LOCR,sample_id,x,fitted,residuals,n,mean_err_sq,median_mean_sq_err,is.out.w,mad_mean_sqE,is.out.p,out
5,H06,Glycolysis-CONBIS#24-POST,5,24.5499710514333,68.5917723671989,0,conbis-#24-post,Glyco,Int2,3.200710675072148,24-post-0,3.200710675072148,3.2092253898259804,-0.008514714753832335,69,0.008975222541994812,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,H06,Glycolysis-CONBIS#24-POST,6,23.19483981238625,67.5890547160097,0,conbis-#24-post,Glyco,Int2,3.1439298320529465,24-post-0,3.1439298320529465,3.2092253898259804,-0.06529555777303372,69,0.008975222541994812,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,H06,Glycolysis-CONBIS#24-POST,13,24.654070647830114,33.7424257990944,0,conbis-#24-post,Glyco,Int5,3.204942024697953,24-post-0,3.204942024697953,3.1987798262982152,0.006162198399737783,39,0.008975222541994812,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,H06,Glycolysis-CONBIS#24-POST,14,24.322516674324504,24.4629746297166,0,conbis-#24-post,Glyco,Int5,3.1914025334186342,24-post-0,3.1914025334186342,3.1987798262982152,-0.007377292879580971,39,0.008975222541994812,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,H06,Glycolysis-CONBIS#24-POST,15,24.668610389663783,21.4372591413005,0,conbis-#24-post,Glyco,Int5,3.2055316010125003,24-post-0,3.2055316010125003,3.1987798262982152,0.006751774714285149,39,0.008975222541994812,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,A02,Oligomycin-ConBIS ID#24 pre,1,16.679912924540524,26.8393509482013,0,conbis-24-pre,Olig,Int1,2.8142051765656872,24-pre-1,2.8142051765656872,2.6990019153447573,0.11520326122093,75,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,A02,Oligomycin-ConBIS ID#24 pre,2,18.690378031039437,24.1445257835998,0,conbis-24-pre,Olig,Int1,2.928008847642773,24-pre-1,2.928008847642773,2.6990019153447573,0.2290069322980158,75,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,A02,Oligomycin-ConBIS ID#24 pre,3,17.264395010302156,22.8477134387263,0,conbis-24-pre,Olig,Int1,2.848646288832229,24-pre-1,2.848646288832229,2.6990019153447573,0.14964437348747156,75,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,A02,Oligomycin-ConBIS ID#24 pre,4,5.007549865389899,29.6204170205265,0,conbis-24-pre,Olig,Int2,1.610946746649023,24-pre-1,1.610946746649023,1.7794839106248244,-0.16853716397580135,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,A02,Oligomycin-ConBIS ID#24 pre,5,5.011780829453247,28.7735140700023,0,conbis-24-pre,Olig,Int2,1.6117913069183063,24-pre-1,1.6117913069183063,1.7794839106248244,-0.1676926037065181,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,A02,Oligomycin-ConBIS ID#24 pre,6,6.74746075756685,28.118642378966,0,conbis-24-pre,Olig,Int2,1.9091662500452928,24-pre-1,1.9091662500452928,1.7794839106248244,0.12968233942046847,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,A02,Oligomycin-ConBIS ID#24 pre,10,3.726006790478749,27.3919515759984,0,conbis-24-pre,Olig,Int4,1.3153370946358007,24-pre-1,1.3153370946358007,1.5578920435580759,-0.24255494892227514,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,A02,Oligomycin-ConBIS ID#24 pre,11,4.954968751342717,27.1781020199017,0,conbis-24-pre,Olig,Int4,1.6003908612722,24-pre-1,1.6003908612722,1.5578920435580756,0.04249881771412432,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,A02,Oligomycin-ConBIS ID#24 pre,12,4.146131573649418,27.1565155543564,0,conbis-24-pre,Olig,Int4,1.4221757485919073,24-pre-1,1.4221757485919073,1.5578920435580756,-0.1357162949661683,45,0.030758666130337578,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,A03,FCCP-ConBIS ID#24 pre,1,21.173929677038544,25.2761113116103,0,conbis-24-pre,FCCP,Int1,3.052770692721687,24-pre-1,3.052770692721687,2.8064946346531814,0.24627605806850544,75,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,A03,FCCP-ConBIS ID#24 pre,2,19.85115902431404,23.1748088287427,0,conbis-24-pre,FCCP,Int1,2.988262394562829,24-pre-1,2.988262394562829,2.8064946346531814,0.18176775990964755,75,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,A03,FCCP-ConBIS ID#24 pre,3,19.655293991170364,22.0996671647519,0,conbis-24-pre,FCCP,Int1,2.978346716338677,24-pre-1,2.978346716338677,2.8064946346531814,0.1718520816854957,75,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,A03,FCCP-ConBIS ID#24 pre,7,28.61091768459088,29.7519891308503,0,conbis-24-pre,FCCP,Int3,3.353788382206148,24-pre-1,3.353788382206148,3.6159597110718606,-0.26217132886571276,30,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,A03,FCCP-ConBIS ID#24 pre,8,28.449070112835557,28.5576285811761,0,conbis-24-pre,FCCP,Int3,3.3481154750763316,24-pre-1,3.3481154750763316,3.6159597110718606,-0.26784423599552903,30,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,A03,FCCP-ConBIS ID#24 pre,9,28.09284682226426,27.3612113915896,0,conbis-24-pre,FCCP,Int3,3.335514982448168,24-pre-1,3.335514982448168,3.6159597110718606,-0.2804447286236926,30,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,A03,FCCP-ConBIS ID#24 pre,10,5.54859489812875,27.9350036196108,0,conbis-24-pre,FCCP,Int4,1.7135447241966932,24-pre-1,1.7135447241966932,1.6653847628664997,0.04815996133019343,45,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,A03,FCCP-ConBIS ID#24 pre,11,6.5643678288111165,28.3600507913876,0,conbis-24-pre,FCCP,Int4,1.8816562089538402,24-pre-1,1.8816562089538402,1.6653847628664997,0.21627144608734053,45,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,A03,FCCP-ConBIS ID#24 pre,12,6.951788232114318,28.9018330309697,0,conbis-24-pre,FCCP,Int4,1.9389989260656335,24-pre-1,1.9389989260656335,1.6653847628664997,0.2736141631991338,45,0.0636626438378303,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,A04,FCCP-ConBIS ID#24 pre,1,17.114355703283586,23.2099769300999,0,conbis-24-pre,FCCP,Int1,2.839917626125062,24-pre-1,2.839917626125062,2.8140799883258087,0.02583763779925323,75,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,A04,FCCP-ConBIS ID#24 pre,2,18.192249958039618,21.3594163913158,0,conbis-24-pre,FCCP,Int1,2.9009956769115677,24-pre-1,2.9009956769115677,2.8140799883258087,0.08691568858575902,75,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,A04,FCCP-ConBIS ID#24 pre,3,16.774666614415526,20.5385217706347,0,conbis-24-pre,FCCP,Int1,2.819869808705891,24-pre-1,2.819869808705891,2.8140799883258087,0.005789820380082282,75,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,A04,FCCP-ConBIS ID#24 pre,7,32.5374184789605,29.1025986023691,0,conbis-24-pre,FCCP,Int3,3.4823907648687706,24-pre-1,3.4823907648687706,3.623545064744488,-0.1411542998757173,30,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,A04,FCCP-ConBIS ID#24 pre,8,29.273156391282697,27.9746949207667,0,conbis-24-pre,FCCP,Int3,3.376670931968124,24-pre-1,3.376670931968124,3.6235450647444876,-0.24687413277636375,30,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,A04,FCCP-ConBIS ID#24 pre,9,27.80271105497023,27.7176818079808,0,conbis-24-pre,FCCP,Int3,3.325133535904787,24-pre-1,3.325133535904787,3.6235450647444876,-0.29841152883970073,30,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,A04,FCCP-ConBIS ID#24 pre,10,5.06487225072155,26.9233670503703,0,conbis-24-pre,FCCP,Int4,1.6223289154124885,24-pre-1,1.6223289154124885,1.6729701165391269,-0.05064120112663848,45,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,A04,FCCP-ConBIS ID#24 pre,11,4.7409895471297165,28.1363794355453,0,conbis-24-pre,FCCP,Int4,1.5562458791357994,24-pre-1,1.5562458791357994,1.6729701165391269,-0.11672423740332746,45,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,A04,FCCP-ConBIS ID#24 pre,12,4.113189453347518,28.7382655615657,0,conbis-24-pre,FCCP,Int4,1.4141987502704956,24-pre-1,1.4141987502704956,1.6729701165391273,-0.2587713662686317,45,0.029135394968045788,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,A05,Glycolysis-T2D-2B#4_1,1,16.412338215840226,24.2982571937936,0,conbis-24-pre,Glyco,Int1,2.798033382205782,24-pre-1,2.798033382205782,2.6688278485017367,0.1292055337040454,75,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,A05,Glycolysis-T2D-2B#4_1,2,16.588764307132237,22.2300980529439,0,conbis-24-pre,Glyco,Int1,2.8087256172288844,24-pre-1,2.8087256172288844,2.6688278485017367,0.13989776872714788,75,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,A05,Glycolysis-T2D-2B#4_1,3,16.313924521657984,21.2229996019832,0,conbis-24-pre,Glyco,Int1,2.7920190082683223,24-pre-1,2.7920190082683223,2.6688278485017367,0.12319115976658569,75,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,A05,Glycolysis-T2D-2B#4_1,4,3.6131221343045983,26.5624840166719,0,conbis-24-pre,Glyco,Int2,1.284572255719426,24-pre-1,1.284572255719426,1.7493098437818035,-0.46473758806237764,45,0.03844969556148853,0.03844969556148853,FALSE,NA,TRUE,SINGLE
5,A05,Glycolysis-T2D-2B#4_1,5,5.617497359226949,26.3046037532996,0,conbis-24-pre,Glyco,Int2,1.7258862549796752,24-pre-1,1.7258862549796752,1.7493098437818038,-0.02342358880212849,45,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,A05,Glycolysis-T2D-2B#4_1,6,5.28315639806255,25.8082864519651,0,conbis-24-pre,Glyco,Int2,1.6645237217686997,24-pre-1,1.6645237217686997,1.7493098437818038,-0.0847861220131041,45,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,A05,Glycolysis-T2D-2B#4_1,13,5.29718956057485,13.1369969374055,0,conbis-24-pre,Glyco,Int5,1.667176408324724,24-pre-1,1.667176408324724,1.7388642802540388,-0.07168787192931479,27,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,A05,Glycolysis-T2D-2B#4_1,14,5.5760067538402165,9.72103673192668,0,conbis-24-pre,Glyco,Int5,1.7184728846913875,24-pre-1,1.7184728846913875,1.7388642802540388,-0.020391395562651328,27,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,A05,Glycolysis-T2D-2B#4_1,15,6.012294153188517,9.20689796437048,0,conbis-24-pre,Glyco,Int5,1.7938063983698758,24-pre-1,1.7938063983698758,1.7388642802540388,0.054942118115836956,27,0.03844969556148853,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,A06,Glycolysis-T2D-2B#4_1,1,16.064130988617755,23.0289882931454,0,conbis-24-pre,Glyco,Int1,2.7765888976479958,24-pre-1,2.7765888976479958,2.750165651515835,0.02642324613216067,75,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,A06,Glycolysis-T2D-2B#4_1,2,16.910681835209697,21.3801394557749,0,conbis-24-pre,Glyco,Int1,2.8279454835174542,24-pre-1,2.8279454835174542,2.750165651515835,0.07777983200161913,75,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,A06,Glycolysis-T2D-2B#4_1,3,16.756214826001294,19.9054878772654,0,conbis-24-pre,Glyco,Int1,2.8187692238429753,24-pre-1,2.8187692238429753,2.750165651515835,0.06860357232714026,75,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,A06,Glycolysis-T2D-2B#4_1,4,6.0999046928789,26.2843490345854,0,conbis-24-pre,Glyco,Int2,1.8082731469389945,24-pre-1,1.8082731469389945,1.8306476467959023,-0.022374499856907662,45,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,A06,Glycolysis-T2D-2B#4_1,5,5.6734623784662475,26.2202142419036,0,conbis-24-pre,Glyco,Int2,1.7357995801290536,24-pre-1,1.7357995801290536,1.8306476467959023,-0.09484806666684868,45,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,A06,Glycolysis-T2D-2B#4_1,6,6.861879347086251,25.083615415953,0,conbis-24-pre,Glyco,Int2,1.9259813615195476,24-pre-1,1.9259813615195476,1.8306476467959023,0.09533371472364534,45,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,A06,Glycolysis-T2D-2B#4_1,13,5.815587850092749,12.759735574235,0,conbis-24-pre,Glyco,Int5,1.7605418728805633,24-pre-1,1.7605418728805633,1.8202020832681374,-0.05966021038757406,27,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,A06,Glycolysis-T2D-2B#4_1,14,7.163383229981816,9.9101725703751,0,conbis-24-pre,Glyco,Int5,1.9689823875248909,24-pre-1,1.9689823875248909,1.8202020832681374,0.14878030425675348,27,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,A06,Glycolysis-T2D-2B#4_1,15,7.024401808689518,9.2937796885673,0,conbis-24-pre,Glyco,Int5,1.9493900598062213,24-pre-1,1.9493900598062213,1.8202020832681374,0.12918797653808387,27,0.007592865620369239,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,B01,Oligomycin-ConBIS ID#24 pre,1,17.624312409190804,24.5094372720901,0,conbis-24-pre,Olig,Int1,2.8692793356928417,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
2,B01,Oligomycin-ConBIS ID#24 pre,2,12.390942298701098,22.5144926770453,0,conbis-24-pre,Olig,Int1,2.5169657459130863,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
3,B01,Oligomycin-ConBIS ID#24 pre,3,8.099802438951365,22.4299550696807,0,conbis-24-pre,Olig,Int1,2.091839671128028,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
1,B02,Oligomycin-ConBIS ID#24 pre,1,19.973972744554313,26.0852102730845,0,conbis-24-pre,Olig,Int1,2.9944300632738177,24-pre-1,2.9944300632738177,2.731152905500383,0.26327715777343474,75,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,B02,Oligomycin-ConBIS ID#24 pre,2,20.77469906563334,23.624180301175,0,conbis-24-pre,Olig,Int1,3.033735855227853,24-pre-1,3.033735855227853,2.731152905500383,0.30258294972747024,75,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,B02,Oligomycin-ConBIS ID#24 pre,3,20.019477193400355,22.7746304579204,0,conbis-24-pre,Olig,Int1,2.996705659330326,24-pre-1,2.996705659330326,2.731152905500383,0.2655527538299429,75,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,B02,Oligomycin-ConBIS ID#24 pre,4,4.812431910779399,30.4054297559854,0,conbis-24-pre,Olig,Int2,1.5712025511043373,24-pre-1,1.5712025511043373,1.81163490078045,-0.24043234967611274,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,B02,Oligomycin-ConBIS ID#24 pre,5,6.138221906339448,31.8070389358592,0,conbis-24-pre,Olig,Int2,1.8145351084178554,24-pre-1,1.8145351084178554,1.81163490078045,0.002900207637405374,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,B02,Oligomycin-ConBIS ID#24 pre,6,7.826810184504751,30.633806219624802,0,conbis-24-pre,Olig,Int2,2.057555043155788,24-pre-1,2.057555043155788,1.8116349007804502,0.24592014237533788,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,B02,Oligomycin-ConBIS ID#24 pre,10,6.044138892666549,28.448893308102,0,conbis-24-pre,Olig,Int4,1.7990890244023328,24-pre-1,1.7990890244023328,1.5900430337137013,0.20904599068863153,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,B02,Oligomycin-ConBIS ID#24 pre,11,4.977776036729317,29.9863444523211,0,conbis-24-pre,Olig,Int4,1.6049832123204593,24-pre-1,1.6049832123204593,1.5900430337137013,0.01494017860675802,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,B02,Oligomycin-ConBIS ID#24 pre,12,5.594923830425717,30.9602562653015,0,conbis-24-pre,Olig,Int4,1.721859727806289,24-pre-1,1.721859727806289,1.5900430337137013,0.1318166940925878,45,0.03621996269079857,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,B03,FCCP-ConBIS ID#24 pre,1,17.695675344247533,26.4218993493989,0,conbis-24-pre,FCCP,Int1,2.87332027889267,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
2,B03,FCCP-ConBIS ID#24 pre,2,17.48908501954881,24.2380436196646,0,conbis-24-pre,FCCP,Int1,2.861576973170854,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
3,B03,FCCP-ConBIS ID#24 pre,3,16.047491555184966,22.8125635031399,0,conbis-24-pre,FCCP,Int1,2.775552547964989,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
4,B03,FCCP-ConBIS ID#24 pre,7,30.545430116587497,32.3035847170138,0,conbis-24-pre,FCCP,Int3,3.419215087409938,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
5,B03,FCCP-ConBIS ID#24 pre,8,31.114774860301146,31.7270007611407,0,conbis-24-pre,FCCP,Int3,3.437682782266292,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
6,B03,FCCP-ConBIS ID#24 pre,9,29.87689034950815,30.7824556851373,0,conbis-24-pre,FCCP,Int3,3.3970852835472214,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
7,B03,FCCP-ConBIS ID#24 pre,10,1.7741237186247503,30.4375464445298,0,conbis-24-pre,FCCP,Int4,0.5733066213794323,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
8,B03,FCCP-ConBIS ID#24 pre,11,2.866361083715617,31.5142058612663,0,conbis-24-pre,FCCP,Int4,1.0530433102054522,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
9,B03,FCCP-ConBIS ID#24 pre,12,2.1103031796917175,32.4915050879534,0,conbis-24-pre,FCCP,Int4,0.7468316242236647,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
1,B04,FCCP-ConBIS ID#24 pre,1,15.086748932697555,25.599568849208,0,conbis-24-pre,FCCP,Int1,2.71381680441885,24-pre-1,2.71381680441885,2.8099484029429576,-0.09613159852410742,75,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,B04,FCCP-ConBIS ID#24 pre,2,14.549173579936879,23.4063479931014,0,conbis-24-pre,FCCP,Int1,2.6775341933746306,24-pre-1,2.6775341933746306,2.8099484029429576,-0.13241420956832706,75,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,B04,FCCP-ConBIS ID#24 pre,3,14.921733668923006,21.8633490795408,0,conbis-24-pre,FCCP,Int1,2.702818785674186,24-pre-1,2.702818785674186,2.8099484029429576,-0.10712961726877178,75,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,B04,FCCP-ConBIS ID#24 pre,7,30.774165561789097,32.0223493501871,0,conbis-24-pre,FCCP,Int3,3.426675557544972,24-pre-1,3.426675557544972,3.619413479361637,-0.19273792181666496,30,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,B04,FCCP-ConBIS ID#24 pre,8,29.1232701788325,30.6977344545708,0,conbis-24-pre,FCCP,Int3,3.3715375171205713,24-pre-1,3.3715375171205713,3.619413479361637,-0.2478759622410656,30,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,B04,FCCP-ConBIS ID#24 pre,9,30.45935451523265,30.3075718532428,0,conbis-24-pre,FCCP,Int3,3.416393156015711,24-pre-1,3.416393156015711,3.619413479361637,-0.20302032334592604,30,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,B04,FCCP-ConBIS ID#24 pre,10,3.9737624548033494,29.680483322175,0,conbis-24-pre,FCCP,Int4,1.3797133675074444,24-pre-1,1.3797133675074444,1.668838531156276,-0.28912516364883134,45,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,B04,FCCP-ConBIS ID#24 pre,11,4.0096805026611175,31.2659250211122,0,conbis-24-pre,FCCP,Int4,1.3887115629973912,24-pre-1,1.3887115629973912,1.6688385311562757,-0.28012696815888455,45,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,B04,FCCP-ConBIS ID#24 pre,12,5.343361890018917,31.4091962328614,0,conbis-24-pre,FCCP,Int4,1.6758550222969468,24-pre-1,1.6758550222969468,1.6688385311562761,0.007016491140670794,45,0.03338686690601156,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,B05,Glycolysis-T2D-2B#4_1,1,15.704667427793614,27.0164338169527,0,conbis-24-pre,Glyco,Int1,2.7539579565673216,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
2,B05,Glycolysis-T2D-2B#4_1,2,16.451655309312148,24.456626939521,0,conbis-24-pre,Glyco,Int1,2.8004260988547593,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
3,B05,Glycolysis-T2D-2B#4_1,3,17.969339900488716,23.488229577542,0,conbis-24-pre,Glyco,Int1,2.8886669667033456,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
4,B05,Glycolysis-T2D-2B#4_1,4,3.9644201827626997,31.2204157847955,0,conbis-24-pre,Glyco,Int2,1.3773596105380372,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
5,B05,Glycolysis-T2D-2B#4_1,5,1.854671029463148,30.8258288741762,0,conbis-24-pre,Glyco,Int2,0.6177073377248715,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
6,B05,Glycolysis-T2D-2B#4_1,6,1.8984365468289504,30.028684829053,0,conbis-24-pre,Glyco,Int2,0.6410306773389355,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
7,B05,Glycolysis-T2D-2B#4_1,13,2.1621393308561494,14.2952513739695,0,conbis-24-pre,Glyco,Int5,0.7710981624948746,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
8,B05,Glycolysis-T2D-2B#4_1,14,1.076949532521617,10.8199028089998,0,conbis-24-pre,Glyco,Int5,0.07413253776491481,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
9,B05,Glycolysis-T2D-2B#4_1,15,1.3334531599230175,10.2163050481122,0,conbis-24-pre,Glyco,Int5,0.2877719383559827,24-pre-1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
1,B06,Glycolysis-T2D-2B#4_1,1,16.535110413810905,24.251163656117,0,conbis-24-pre,Glyco,Int1,2.8054860239930095,24-pre-1,2.8054860239930095,2.809272073535791,-0.003786049542781122,75,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,B06,Glycolysis-T2D-2B#4_1,2,18.14420581394429,21.5466610177043,0,conbis-24-pre,Glyco,Int1,2.898351270842133,24-pre-1,2.898351270842133,2.809272073535791,0.08907919730634237,75,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
3,B06,Glycolysis-T2D-2B#4_1,3,17.319130728511954,20.7120098725354,0,conbis-24-pre,Glyco,Int1,2.851811712989794,24-pre-1,2.851811712989794,2.809272073535791,0.04253963945400329,75,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
4,B06,Glycolysis-T2D-2B#4_1,4,5.7353296465306,28.197047927591,0,conbis-24-pre,Glyco,Int2,1.7466452287080922,24-pre-1,1.7466452287080922,1.8897540688158578,-0.14310884010776556,45,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
5,B06,Glycolysis-T2D-2B#4_1,5,4.572355197320148,27.9244480520088,0,conbis-24-pre,Glyco,Int2,1.5200284326174451,24-pre-1,1.5200284326174451,1.8897540688158576,-0.3697256361984124,45,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
6,B06,Glycolysis-T2D-2B#4_1,6,5.39203076201275,27.2652956242704,0,conbis-24-pre,Glyco,Int2,1.6849220787147907,24-pre-1,1.6849220787147907,1.8897540688158578,-0.2048319901010671,45,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
7,B06,Glycolysis-T2D-2B#4_1,13,4.63132016567805,13.3956822319106,0,conbis-24-pre,Glyco,Int5,1.532841960431282,24-pre-1,1.532841960431282,1.8793085052880931,-0.34646654485681116,27,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
8,B06,Glycolysis-T2D-2B#4_1,14,5.958799512157617,10.2257360226505,0,conbis-24-pre,Glyco,Int5,1.784869036654065,24-pre-1,1.784869036654065,1.8793085052880927,-0.09443946863402784,27,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
9,B06,Glycolysis-T2D-2B#4_1,15,4.9559181550687175,9.43277713585197,0,conbis-24-pre,Glyco,Int5,1.6005824493183294,24-pre-1,1.6005824493183294,1.8793085052880931,-0.27872605596976374,27,0.029097190475879397,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
1,C01,Oligomycin-ConBIS ID#24 pre,1,20.398907235937894,24.6713291461542,0,conbis-24-pre,Olig,Int1,3.0154813325496255,24-pre-1,3.0154813325496255,2.6905010110868424,0.32498032146278305,75,0.06974864525923287,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
2,C01,Oligomycin-ConBIS ID#24 pre,2,17.909913825194778,23.887211504089,0,conbis-24-pre,Olig,Int1,2.8853544045141315,24-pre-1,2.8853544045141315,2.6905010110868424,0.1948533934272891,75,0.06974864525923287,0.03844969556148853,FALSE,0.017983976608624754,FALSE,NO
